Gene.symbol	logFC	P.Value	adj.P.Val
DHX57	0.1704847877260116	7.413034646314585e-12	1.5068301155604277e-11
ZBTB11	0.17430742973089153	7.52490522043042e-12	1.529188345169264e-11
TLX1	0.13787784187512564	7.704311962289034e-12	1.565256499144686e-11
SFXN1	-0.33887129054334064	7.941126631555126e-12	1.612967121648622e-11
MORF4L1	-0.1850286244389867	8.09488994263747e-12	1.6437891388625156e-11
GPKOW	0.21835902140094365	8.22711700977779e-12	1.6702236301115895e-11
PAIP1	0.1857548111119538	8.289113357202223e-12	1.682390653744481e-11
CYFIP1	-0.1599025068913722	8.313090516795998e-12	1.686837017464407e-11
HMGCR	-0.32853452342896716	8.350617978461812e-12	1.694030020076806e-11
CCNE2	0.29932599003016236	8.434646048422318e-12	1.7106503396862485e-11
TMEM94	-0.19028770931070582	8.473208617860028e-12	1.7180437180129725e-11
TMEM214	0.19979541138247114	8.483708179939096e-12	1.7197447253314352e-11
SLC25A5	-0.2244056693885348	8.599057256001948e-12	1.7426937970445132e-11
C1QTNF1	0.19542015134450796	8.895171208270765e-12	1.8022563445101557e-11
ENG	0.2960598321441559	9.008607148809757e-12	1.824785972051969e-11
RARRES2	-0.4985019630911882	9.159928096317577e-12	1.8549764924674933e-11
ATP8B2	-0.36549362864288604	9.66786560865772e-12	1.957352468197559e-11
WFDC1	-0.5311164245635087	9.825058749101096e-12	1.9886836499360365e-11
CXCL14	-0.48924879475811345	1.009581195610819e-11	2.0429791812844706e-11
SSBP3	-0.2207156948088116	1.011628664617068e-11	2.0466141976078668e-11
MLPH	-0.6067783819490913	1.0152832753804983e-11	2.053497992324567e-11
TRIM37	0.19560976011724396	1.0379323109966312e-11	2.098786700325446e-11
MBNL1	-0.18900301652328722	1.067309236503033e-11	2.1576539241536132e-11
NNT	-0.2585093472312501	1.0816946139780451e-11	2.1861928098479885e-11
PLN	-0.7780967047865479	1.153286155718986e-11	2.3303071864502894e-11
ARNT	-0.2091499598496247	1.1733700003317619e-11	2.3698125415707895e-11
MAPRE2	-0.22931182646223647	1.1734192668104229e-11	2.3698125415707895e-11
FXYD6	-0.6178193420266194	1.1884557874508949e-11	2.3995852854155956e-11
STK25	0.18714404092635384	1.1889752999862048e-11	2.400039563930538e-11
TRIP11	-0.21627098507712716	1.1899775409150287e-11	2.401467801118516e-11
NR1I2	-0.32979376812800876	1.2033439457449205e-11	2.4278410036829305e-11
CTNNB1	0.21869815578355656	1.2285973129936588e-11	2.4781780949468627e-11
CD1C	-0.29246186241539984	1.2292567819228141e-11	2.478894708213069e-11
RRN3	0.2352085338306802	1.2554700210822216e-11	2.5311294413159386e-11
PTK6	-0.3530291347581782	1.2592643417613728e-11	2.5381511553335217e-11
SORBS3	-0.27436276420038563	1.263221495460937e-11	2.5454975189196775e-11
PTK2B	-0.143328541149093	1.302549428585929e-11	2.6240977239917765e-11
MKLN1	0.23268404007584298	1.3028991041379154e-11	2.6241534353978923e-11
PPP2R5E	-0.19148541145169062	1.3249590669795118e-11	2.6679247434682585e-11
ENTPD6	0.2566564481493643	1.3332811928004279e-11	2.684018883431494e-11
PAK4	-0.19552435294250614	1.3497568519964864e-11	2.71651483994057e-11
KRT75	0.23985533639805734	1.3703953028815511e-11	2.7573706970819164e-11
PHF11	0.2210172879070953	1.3716597731507663e-11	2.7592336438917785e-11
RPL23	0.1926899762694525	1.3731948102347454e-11	2.7616398096256024e-11
CPD	0.26243129294414214	1.3929092151662822e-11	2.800596396345925e-11
INSR	-0.28070524709672373	1.3962314955367263e-11	2.8065837338748844e-11
ARHGEF3	0.3031207760365877	1.3972727685850138e-11	2.8079841655238663e-11
STXBP3	-0.20607891085608188	1.4167081880808355e-11	2.8463399962205936e-11
ANXA6	0.3915389734809338	1.4198514557598026e-11	2.8519520613721055e-11
SPG21	0.1583963046877077	1.4363019171529462e-11	2.8842839632526756e-11
CASP6	-0.2343986791995789	1.4376975711259137e-11	2.886375340503836e-11
HGS	0.19122071115374695	1.4626624212989028e-11	2.935772431321369e-11
CBR1	-0.2756467789237256	1.466654293330171e-11	2.943059797179898e-11
COPS7A	0.1809206666315255	1.4921202274508783e-11	2.993423863490204e-11
LILRB3	0.3857798454247634	1.5268390088801248e-11	3.062321211755879e-11
CEP131	0.19113779504308415	1.555256105452255e-11	3.1185487212919356e-11
FLNC	-0.7456509869263916	1.5636267130195392e-11	3.134561890380375e-11
ADGRE2	0.2795237536978181	1.571315035500674e-11	3.1491997600332005e-11
ARF5	0.1774043229960025	1.590000299923572e-11	3.18586487437354e-11
SNCA	-0.40801856435868533	1.6314323381507703e-11	3.268078201472622e-11
RNF220	0.20362236994734761	1.6395959152867242e-11	3.283624259934017e-11
PLA2G2A	-1.0996759554835727	1.6506691897142495e-11	3.3049885078578426e-11
DNM1L	0.19814061999485055	1.6721171432865765e-11	3.347109457293616e-11
ERP44	-0.16878337159446755	1.6787673615177697e-11	3.3595960778507625e-11
INSIG2	0.219320870914955	1.739948790624159e-11	3.4811791541360844e-11
ZNF226	-0.2351061652419375	1.768250175475265e-11	3.536934383885109e-11
PMPCB	0.16002621427844232	1.7796583999878516e-11	3.558880073987976e-11
BSCL2	0.2239261804787862	1.7830430620264714e-11	3.5647737763625405e-11
SHPK	-0.2418692283466708	1.8154086568445987e-11	3.628590911117644e-11
DDT	-0.2585206794945023	1.8164773019604902e-11	3.629836570298194e-11
HK3	0.252205682602046	1.8530243937764648e-11	3.7019602316460925e-11
CS	-0.18581456508695027	1.8787206123317834e-11	3.752376046542084e-11
FAF2	0.20596359657354313	1.8834603131964794e-11	3.76066715422275e-11
TACC1	-0.3301350315927589	1.8837947384387367e-11	3.76066715422275e-11
TMEM230	0.23282170768656307	1.9141754087507708e-11	3.820380946830769e-11
CSTF2T	0.19807618233588276	1.9516426339303674e-11	3.894205637585348e-11
P4HTM	0.18278076468992932	1.988502036735867e-11	3.966781663980558e-11
XRCC4	0.20192771057893744	1.9978140814049357e-11	3.9843825133061236e-11
ARHGAP32	-0.2924880295423957	2.037744456694288e-11	4.0630241197948996e-11
SERINC3	0.20814986090673848	2.0573052148011835e-11	4.1010225526944336e-11
ZFR	0.1999428845496567	2.063081984715656e-11	4.1115321823056693e-11
ST14	-0.3330434832451239	2.0707633958895624e-11	4.125831519096343e-11
EFNA2	-0.18906515623579434	2.096085995687921e-11	4.1752639400784325e-11
HAT1	0.21840897648065827	2.0978868189825673e-11	4.177829835749986e-11
EML3	0.235771457708287	2.127059755070792e-11	4.234891264127018e-11
ZDHHC6	0.17823127271252304	2.1363698734981456e-11	4.25238839744416e-11
PLOD2	-0.40124032337779525	2.1380891354369585e-11	4.2547712734250976e-11
ATP6AP2	0.227014075181307	2.184243258786885e-11	4.345556229456623e-11
FBXW2	0.16519232603637235	2.2408727829880784e-11	4.457132611318001e-11
SLAMF8	0.2473590984946341	2.247889618495602e-11	4.469998170112411e-11
HPS5	0.1853604326913212	2.2535085272277643e-11	4.480078308948293e-11
COX7A1	-0.5782860382458876	2.2740015203992458e-11	4.5197166804227936e-11
PRR14	0.20666624483979135	2.2884908089743334e-11	4.54740590156836e-11
ZNF24	-0.1956071276389899	2.3114656693489305e-11	4.591938990620291e-11
MKRN1	-0.22867937608556588	2.3200444336642698e-11	4.6078581744894306e-11
AKR1C1	-0.4988917127159178	2.519812521203107e-11	5.00339966746689e-11
KIF3B	0.2295399453038005	2.5438401714522764e-11	5.0498790638647015e-11
PDXDC1	-0.21182952495927232	2.5452046438634836e-11	5.051357195042262e-11
MDFI	0.24090988700948124	2.5553557171551084e-11	5.070268745823467e-11
HNRNPC	0.2158856100175246	2.5695987627803627e-11	5.097288295495905e-11
EMCN	-0.3614534016886761	2.6366254373125465e-11	5.228975587408114e-11
ARPC2	-0.13267387706562772	2.6699046544343984e-11	5.293686868366402e-11
CDH5	0.3857940346175832	2.6707330844999253e-11	5.294041329503744e-11
PDE12	0.18670947894314427	2.7793045820285776e-11	5.5079165950756034e-11
ING1	0.18510418217313696	2.8146775598619734e-11	5.5766611804802385e-11
DUSP21	-0.20583867495679442	2.841297695642344e-11	5.628034740347462e-11
WDR59	0.20240820059518505	2.8749846866610528e-11	5.692113271461826e-11
EID1	-0.2621638557539878	2.8750445729950762e-11	5.692113271461826e-11
SLC24A1	0.21342936725235795	2.9429400436781554e-11	5.825119848417121e-11
NDUFS7	-0.24622855637542074	2.9805185349005535e-11	5.898068368359546e-11
ADAP2	-0.2692631125848983	3.021671528900681e-11	5.978053238410209e-11
ABR	-0.16355804224731152	3.072025896602911e-11	6.076198794033283e-11
LAMA3	-0.43650438910694245	3.0758329404960755e-11	6.082252519316311e-11
DALRD3	0.17621719057104102	3.083242961678248e-11	6.095426223851538e-11
CC2D1A	-0.18790203954815343	3.099641692653166e-11	6.12635948421796e-11
DBT	-0.23145221564972918	3.1291473488135306e-11	6.183176950892692e-11
SUOX	-0.2639289832994045	3.21731756457895e-11	6.355859596061543e-11
ANKZF1	0.21711367142808236	3.2226345790685855e-11	6.364820451970408e-11
CDKN2B	-0.23307353848106338	3.2463033351348794e-11	6.41001353962058e-11
HTRA1	0.5927706983135401	3.32414051734749e-11	6.562117508688152e-11
LLGL2	-0.2681635608883983	3.3777974405925824e-11	6.66642560992709e-11
CPPED1	-0.1888192983702046	3.401186152091166e-11	6.710960279271407e-11
TMEM187	0.23325495147390196	3.5223367040520186e-11	6.948322876136505e-11
MEF2A	-0.2277239439439933	3.531221215712834e-11	6.964163041346537e-11
REV3L	-0.21963642212813372	3.599816548341194e-11	7.097726845495377e-11
CRYM	-0.3802245235127142	3.7369862847389204e-11	7.366400879133397e-11
EVI2A	-0.3457341985667437	3.7466821041063244e-11	7.383727319555608e-11
MYO1E	-0.25392463086965833	3.758416631650266e-11	7.405062169080759e-11
PIGB	-0.19407876534749846	3.803011216451822e-11	7.491113947997558e-11
RNMT	0.20345184206113043	3.819307772096062e-11	7.521396576802999e-11
ANAPC15	-0.16459304628235039	3.882466759908244e-11	7.643928878108788e-11
ETAA1	0.18281570006227899	3.921157334374421e-11	7.718239400438926e-11
OSTF1	-0.21102740791232222	3.964439101516563e-11	7.801548958768045e-11
PDSS2	-0.21642389163827858	3.9942187736903687e-11	7.858254173540032e-11
ANKRD46	0.2523881580252638	3.9956017211740845e-11	7.859077582874153e-11
TAF1	0.20502962130881652	4.010645701182057e-11	7.886764435070604e-11
ARL4C	0.37624384743476025	4.037827442836866e-11	7.938300562527774e-11
NUP88	0.21924167826181318	4.078854307385541e-11	8.017024541940369e-11
HSPB8	-0.7437241613672931	4.088253174795119e-11	8.033560434387612e-11
ZNF137P	-0.3128152912152906	4.103348658715142e-11	8.061279705850938e-11
LSM6	0.22756136521869408	4.128095087941545e-11	8.107940918687793e-11
PDLIM3	-0.6906363763233507	4.129976178998094e-11	8.109680935579632e-11
LAPTM4A	-0.1818860211595581	4.2315235706559046e-11	8.307079156173204e-11
NAGA	-0.16091848750824678	4.4167518635081315e-11	8.668620167564491e-11
PHKB	-0.17832076822261111	4.420780774920891e-11	8.674438366200419e-11
APH1B	0.23381274348682268	4.60259010043682e-11	9.02900980463641e-11
ADPRM	-0.20072810742266256	4.7564057915024884e-11	9.328508013225939e-11
APOL1	0.3108958944316349	4.856764810338501e-11	9.523045341541975e-11
PAK6	0.2032587517291331	4.8609285412714026e-11	9.528916690599148e-11
PLAGL1	-0.36564465590474704	4.899963192472587e-11	9.602873631496495e-11
NAGPA	-0.21609588852720218	4.9010125700569306e-11	9.602873631496495e-11
ADCK2	0.2130458713201504	4.913946567123788e-11	9.625901580647055e-11
BBC3	0.2203636775668638	4.970228579830491e-11	9.733812231924698e-11
KIAA0930	0.17515353880395068	5.027011471305969e-11	9.842651725053422e-11
HACD2	-0.26139816562372076	5.0534623309637483e-11	9.892064505170211e-11
BMAL1	-0.24096191030730374	5.057960408789473e-11	9.898491683771713e-11
ARMCX3	0.2709546561517904	5.0908397922916823e-11	9.960445010176451e-11
PKIG	-0.31086952769681364	5.261700460213617e-11	1.0292270055276228e-10
KLF2	-0.43074063444835886	5.341379236471462e-11	1.0445620205904954e-10
PHF10	0.1798155638942074	5.365421365008703e-11	1.0490119650541249e-10
SH3TC1	0.1853354922035333	5.372936691109982e-11	1.050229337871318e-10
BRPF1	0.17213329213053807	5.477430102582698e-11	1.0703975517013526e-10
MAP4K3	0.2065113737039166	5.5080370587582493e-11	1.0761206902858062e-10
MYD88	-0.2397322864390352	5.570697718247293e-11	1.0881020063757715e-10
FDXR	0.21966164977031788	5.629537131468116e-11	1.0993313703410898e-10
SEC11A	-0.15412988453149445	5.6638677927591165e-11	1.1057704514421188e-10
MINDY3	-0.17076674507752543	5.690971685483449e-11	1.1107958865869372e-10
C1QA	-0.4330278244395087	5.7036557686962255e-11	1.1130050493080829e-10
PLAAT4	-0.5940662132758128	5.85780821568077e-11	1.1428125245291499e-10
PRCC	0.14929826311257166	5.902772591356585e-11	1.1513090915980089e-10
BTBD3	-0.21107939308480006	6.050919523716232e-11	1.1799220674506719e-10
MELTF	0.2504337019514926	6.059288594769391e-11	1.1812713578654492e-10
SLC48A1	0.16267497226008754	6.079786787777043e-11	1.1849840357233944e-10
NDUFAF3	0.15339427825830043	6.112562715141846e-11	1.1910873640767791e-10
NIPA2	-0.18181856951370357	6.123365088840162e-11	1.1929070549595622e-10
TICAM1	-0.27038423520629706	6.166156350531565e-11	1.2009562165507106e-10
LRRC59	0.22253973124405313	6.197740370796502e-11	1.2068192659885473e-10
GNG13	-0.15237644708910558	6.410067645204387e-11	1.2478652948105722e-10
SLC25A12	-0.18495256153691386	6.451302640992857e-11	1.2555926730702362e-10
SF3B1	0.16159979156907056	6.477261908466895e-11	1.2603440136603802e-10
STAG2	0.23023522121921047	6.490970346507615e-11	1.2627098914702925e-10
TBC1D22A	-0.1749210080429462	6.50230684212296e-11	1.2646133283164678e-10
CHCHD3	0.19409201315635727	6.515515436842851e-11	1.2668798686431018e-10
LCMT1	-0.17534952133392778	6.56725394094516e-11	1.2766353140448977e-10
AGO3	0.21908976462285779	6.657564759786976e-11	1.2938825477582654e-10
CEACAM3	-0.13406252566523857	6.686811355133732e-11	1.299256693681087e-10
MLYCD	-0.17332327353832344	6.693114722310018e-11	1.3001714391443226e-10
C4BPA	0.5158724192915232	6.731251082903005e-11	1.3072679951043037e-10
EHD4	-0.2135748178353314	6.740143178761616e-11	1.3086830298720136e-10
STOM	-0.4255861839412596	6.758587685613928e-11	1.3119516686533562e-10
CA14	-0.19856276533021155	6.774120958807141e-11	1.3146537674046058e-10
PLXNB1	0.2430061708886182	6.971035879458477e-11	1.3525469376596936e-10
FKTN	0.17212740828928919	6.978374220268412e-11	1.353648453248448e-10
MRM1	0.18418436559186802	6.984644848041867e-11	1.3545423814063108e-10
FLCN	0.20301445590745715	7.017420572295129e-11	1.360574833300809e-10
KCTD13	0.19233428348199588	7.029914851727984e-11	1.3626730762781004e-10
STRN4	0.15570008734850127	7.138108289768037e-11	1.3833161582240128e-10
ARFGAP3	0.23802324784613837	7.15962684562013e-11	1.3871564233228348e-10
IRS1	0.2960182672226974	7.201327740312578e-11	1.3949042014691512e-10
TPGS2	0.2512893577853905	7.238482786724014e-11	1.4017679712218154e-10
SIGIRR	-0.1605512272139551	7.431154281646473e-11	1.438737853198791e-10
EPM2AIP1	-0.3270737340761132	7.584229306082041e-11	1.46802576283284e-10
KLHL21	0.2757622523986507	7.59559370931276e-11	1.4698763509187768e-10
RAB5C	-0.1820754745539901	7.604649922949349e-11	1.4712794924528548e-10
NUAK1	0.20794213184274213	7.631165910735398e-11	1.4760591266694222e-10
FHIP2B	-0.1946399663911862	7.645338311075634e-11	1.4784494992158364e-10
TCL1A	-0.41661572574996963	7.747725967666815e-11	1.497893687082251e-10
OVOL2	-0.38875370084194927	8.005909080794538e-11	1.547441961560595e-10
SLC26A6	-0.2943384809382863	8.010207637176176e-11	1.547905668374405e-10
TMEM115	-0.15310753936121912	8.044646572975908e-11	1.5541921508577686e-10
RB1CC1	0.20953357090306035	8.137568707172035e-11	1.57177168510891e-10
USP16	-0.16951974719930973	8.178222578399718e-11	1.5792496633028272e-10
MARCHF5	0.15030445171188234	8.195077714757006e-11	1.5820092233081813e-10
IFIT1	-0.6212419385785335	8.19639580415651e-11	1.5820092233081813e-10
ZNF224	-0.18702832408537162	8.364018756303636e-11	1.6139803183783644e-10
RUSC1	-0.18316443848190467	8.415894771601142e-11	1.6236062143413283e-10
ITGA3	-0.1270062729764776	8.490721745840836e-11	1.6376542368486858e-10
ARRB2	0.19989083641312	8.591336704784319e-11	1.6566683106315053e-10
LOXL1	0.38418983866271983	8.605031322718878e-11	1.6589164951226907e-10
B4GAT1	-0.19785079745423673	8.623131374648793e-11	1.6620127145698443e-10
WRN	0.21536574389654728	8.767063634881791e-11	1.689354494222079e-10
INPP5D	0.23787672724587594	8.824493155971425e-11	1.7000187878962443e-10
RELA	0.16318662347495572	8.970240010127091e-11	1.7276881551057825e-10
MAT2B	-0.17760066713517375	9.089774978604637e-11	1.7502971715654344e-10
RAD51B	0.17478034162936762	9.104141153699728e-11	1.7526493328962692e-10
VAMP1	-0.21196257613114522	9.44423638576424e-11	1.817692071506679e-10
ATP1A1	-0.2952399835083739	9.594629614816663e-11	1.8462015757058085e-10
TOR1B	-0.22743988930204218	9.617857302631344e-11	1.8502341633414264e-10
FAM174B	-0.3248822122276378	9.793706166741069e-11	1.8836183986965537e-10
PDCL	0.16578398582184573	9.846229974298154e-11	1.8932734322924885e-10
ARHGEF7	0.1611380452202047	9.849566825285425e-11	1.8934682722163465e-10
TRIB2	0.28309411535738516	1.0267615892286804e-10	1.9733679694869143e-10
TUBD1	0.2027842674907543	1.0318141490214794e-10	1.9826110588012346e-10
KDR	0.24843658034775196	1.0401181523296811e-10	1.9980959036620867e-10
BANP	0.17034507639901442	1.0494656531330777e-10	2.0155775647846926e-10
MCL1	-0.28247103990570466	1.076774563880134e-10	2.067539095442793e-10
REG3A	0.8532348692150498	1.0948419602206823e-10	2.1017354850031426e-10
GDI1	0.2075764420691666	1.1087405805081576e-10	2.127914976580541e-10
HAX1	0.1540469827011819	1.1490035028921184e-10	2.2046690711249994e-10
NSF	-0.17657761749661383	1.1606696222941862e-10	2.22652936724937e-10
LARP6	0.332090756568312	1.186154923524487e-10	2.2748826716406318e-10
SH2D2A	0.17219528857049582	1.1906338131390698e-10	2.2829352807694777e-10
ZNF652	-0.30391896136553953	1.200106512091949e-10	2.3005570376469755e-10
FBXO4	0.14062074771332256	1.2217123161904046e-10	2.341423721692288e-10
SSNA1	0.15870697427473246	1.2230732608268152e-10	2.3434808376387765e-10
PRKAA1	-0.2096508118145195	1.2342057286742361e-10	2.364042354711014e-10
PPP2R5C	0.2054039478020666	1.2343846139766064e-10	2.364042354711014e-10
ATP2C2	-0.42492215372372577	1.2769373354529215e-10	2.444962957379196e-10
ACAD8	-0.15657713379724036	1.2815126933502587e-10	2.453147037376382e-10
USP13	0.24554060965958424	1.306003434228621e-10	2.4994415184427036e-10
FBXL7	-0.28823798245636745	1.3206122695379315e-10	2.5268066176249363e-10
KCNS3	-0.44786448027554826	1.32190266559046e-10	2.528681883074333e-10
KDM5C	0.19756053043153354	1.332189781996926e-10	2.5477621528967257e-10
SNRNP25	0.25604815889128574	1.3357111788884256e-10	2.553897324439648e-10
MSRB2	-0.21808410644818466	1.336134525633682e-10	2.554107494578671e-10
ADAM9	0.2543079630997571	1.3410853137438115e-10	2.562970033231313e-10
NACA2	0.18559724893782636	1.4020790945082737e-10	2.6789079815118225e-10
PRKRIP1	0.17586480345329036	1.4400260564997846e-10	2.7507670732341174e-10
CERK	-0.24331437550389978	1.4743283830275588e-10	2.8156320584231493e-10
SNRPD3	0.21347632094574465	1.5070502126567483e-10	2.8774489650749393e-10
HNMT	-0.23030378521541728	1.5209959345285692e-10	2.903395612666505e-10
MAP3K14	-0.2281939320759463	1.5243257636558172e-10	2.909070409375001e-10
RBM10	0.16433839593616817	1.5320903549800848e-10	2.923204004386025e-10
MGP	-0.8701268087181369	1.6838293063581097e-10	3.2119674666461223e-10
MUS81	-0.14794921985863319	1.702131386550118e-10	3.2461195106475333e-10
HINT1	-0.17351148533034078	1.709675982654485e-10	3.2597448719352823e-10
ARL4D	-0.35530792338730866	1.7295755710150317e-10	3.296914930573449e-10
ASB1	0.25228994627955714	1.7358383356487388e-10	3.3080791855008355e-10
